iteration= 0	 chi2= 78.765277	 time= 0.0167324	 cumTime= 0.0167324	 edges= 4703	 schur= 0	 lambda= 10.263778	 levenbergIter= 1
iteration= 1	 chi2= 78.764022	 time= 0.00620597	 cumTime= 0.0229384	 edges= 4703	 schur= 0	 lambda= 6.842518	 levenbergIter= 1
iteration= 2	 chi2= 78.763978	 time= 0.0078522	 cumTime= 0.0307906	 edges= 4703	 schur= 0	 lambda= 4.561679	 levenbergIter= 1
iteration= 3	 chi2= 78.763969	 time= 0.00630764	 cumTime= 0.0370983	 edges= 4703	 schur= 0	 lambda= 3.041119	 levenbergIter= 1
iteration= 4	 chi2= 78.763966	 time= 0.00750327	 cumTime= 0.0446015	 edges= 4703	 schur= 0	 lambda= 2.027413	 levenbergIter= 1
iteration= 5	 chi2= 78.763965	 time= 0.00622263	 cumTime= 0.0508242	 edges= 4703	 schur= 0	 lambda= 1.351609	 levenbergIter= 1
iteration= 6	 chi2= 78.763965	 time= 0.0065335	 cumTime= 0.0573577	 edges= 4703	 schur= 0	 lambda= 0.901072	 levenbergIter= 1
iteration= 7	 chi2= 78.763964	 time= 0.00622044	 cumTime= 0.0635781	 edges= 4703	 schur= 0	 lambda= 0.600715	 levenbergIter= 1
iteration= 8	 chi2= 78.763964	 time= 0.00615686	 cumTime= 0.069735	 edges= 4703	 schur= 0	 lambda= 0.400477	 levenbergIter= 1
iteration= 9	 chi2= 78.763964	 time= 0.00616326	 cumTime= 0.0758982	 edges= 4703	 schur= 0	 lambda= 0.266984	 levenbergIter= 1
iteration= 10	 chi2= 78.763964	 time= 0.00637384	 cumTime= 0.0822721	 edges= 4703	 schur= 0	 lambda= 0.177990	 levenbergIter= 1
iteration= 11	 chi2= 78.763964	 time= 0.00614858	 cumTime= 0.0884206	 edges= 4703	 schur= 0	 lambda= 0.118660	 levenbergIter= 1
iteration= 12	 chi2= 78.763964	 time= 0.00635268	 cumTime= 0.0947733	 edges= 4703	 schur= 0	 lambda= 0.079106	 levenbergIter= 1
iteration= 13	 chi2= 78.763964	 time= 0.00633885	 cumTime= 0.101112	 edges= 4703	 schur= 0	 lambda= 0.052738	 levenbergIter= 1
iteration= 14	 chi2= 78.763964	 time= 0.0061391	 cumTime= 0.107251	 edges= 4703	 schur= 0	 lambda= 0.035158	 levenbergIter= 1
iteration= 15	 chi2= 78.763964	 time= 0.0061831	 cumTime= 0.113434	 edges= 4703	 schur= 0	 lambda= 0.023439	 levenbergIter= 1
iteration= 16	 chi2= 78.763964	 time= 0.00630215	 cumTime= 0.119737	 edges= 4703	 schur= 0	 lambda= 0.015626	 levenbergIter= 1
iteration= 17	 chi2= 78.763964	 time= 0.00612024	 cumTime= 0.125857	 edges= 4703	 schur= 0	 lambda= 0.010417	 levenbergIter= 1
iteration= 18	 chi2= 78.763964	 time= 0.00623153	 cumTime= 0.132088	 edges= 4703	 schur= 0	 lambda= 0.006945	 levenbergIter= 1
iteration= 19	 chi2= 78.763964	 time= 0.00631557	 cumTime= 0.138404	 edges= 4703	 schur= 0	 lambda= 0.004630	 levenbergIter= 1
iteration= 0	 chi2= 303.486042	 time= 0.0161253	 cumTime= 0.0161253	 edges= 4703	 schur= 0	 lambda= 10.274766	 levenbergIter= 1
iteration= 1	 chi2= 291.520909	 time= 0.00689572	 cumTime= 0.023021	 edges= 4703	 schur= 0	 lambda= 3.424922	 levenbergIter= 1
iteration= 2	 chi2= 287.316803	 time= 0.00610049	 cumTime= 0.0291215	 edges= 4703	 schur= 0	 lambda= 1.141641	 levenbergIter= 1
iteration= 3	 chi2= 285.186152	 time= 0.00600255	 cumTime= 0.035124	 edges= 4703	 schur= 0	 lambda= 0.380547	 levenbergIter= 1
iteration= 4	 chi2= 283.897274	 time= 0.00625881	 cumTime= 0.0413829	 edges= 4703	 schur= 0	 lambda= 0.126849	 levenbergIter= 1
iteration= 5	 chi2= 282.916624	 time= 0.00553451	 cumTime= 0.0469174	 edges= 4703	 schur= 0	 lambda= 0.042283	 levenbergIter= 1
iteration= 6	 chi2= 282.185783	 time= 0.00573523	 cumTime= 0.0526526	 edges= 4703	 schur= 0	 lambda= 0.014094	 levenbergIter= 1
iteration= 7	 chi2= 281.760353	 time= 0.00546257	 cumTime= 0.0581152	 edges= 4703	 schur= 0	 lambda= 0.004698	 levenbergIter= 1
iteration= 8	 chi2= 281.526024	 time= 0.00546627	 cumTime= 0.0635814	 edges= 4703	 schur= 0	 lambda= 0.001566	 levenbergIter= 1
iteration= 9	 chi2= 281.371596	 time= 0.00563044	 cumTime= 0.0692119	 edges= 4703	 schur= 0	 lambda= 0.000522	 levenbergIter= 1
iteration= 10	 chi2= 281.262652	 time= 0.00552051	 cumTime= 0.0747324	 edges= 4703	 schur= 0	 lambda= 0.000174	 levenbergIter= 1
iteration= 11	 chi2= 281.152244	 time= 0.00547768	 cumTime= 0.0802101	 edges= 4703	 schur= 0	 lambda= 0.000058	 levenbergIter= 1
iteration= 12	 chi2= 281.022135	 time= 0.00540195	 cumTime= 0.085612	 edges= 4703	 schur= 0	 lambda= 0.000019	 levenbergIter= 1
iteration= 13	 chi2= 280.937922	 time= 0.00546086	 cumTime= 0.0910729	 edges= 4703	 schur= 0	 lambda= 0.000006	 levenbergIter= 1
iteration= 14	 chi2= 280.919232	 time= 0.0056638	 cumTime= 0.0967367	 edges= 4703	 schur= 0	 lambda= 0.000002	 levenbergIter= 1
iteration= 15	 chi2= 280.918333	 time= 0.00542008	 cumTime= 0.102157	 edges= 4703	 schur= 0	 lambda= 0.000001	 levenbergIter= 1
iteration= 16	 chi2= 280.918326	 time= 0.00545936	 cumTime= 0.107616	 edges= 4703	 schur= 0	 lambda= 0.000001	 levenbergIter= 1
iteration= 17	 chi2= 280.918326	 time= 0.00563947	 cumTime= 0.113256	 edges= 4703	 schur= 0	 lambda= 0.000001	 levenbergIter= 1
iteration= 18	 chi2= 280.918326	 time= 0.00551758	 cumTime= 0.118773	 edges= 4703	 schur= 0	 lambda= 0.000000	 levenbergIter= 1
iteration= 19	 chi2= 280.918326	 time= 0.0141145	 cumTime= 0.132888	 edges= 4703	 schur= 0	 lambda= 0.000002	 levenbergIter= 3
iteration= 0	 chi2= 93.826619	 time= 0.0154704	 cumTime= 0.0154704	 edges= 4703	 schur= 0	 lambda= 10.263778	 levenbergIter= 1
iteration= 1	 chi2= 93.601460	 time= 0.00663674	 cumTime= 0.0221071	 edges= 4703	 schur= 0	 lambda= 3.421259	 levenbergIter= 1
iteration= 2	 chi2= 93.597208	 time= 0.00590574	 cumTime= 0.0280129	 edges= 4703	 schur= 0	 lambda= 2.280839	 levenbergIter= 1
iteration= 3	 chi2= 93.597178	 time= 0.00574155	 cumTime= 0.0337544	 edges= 4703	 schur= 0	 lambda= 1.520560	 levenbergIter= 1
iteration= 4	 chi2= 93.597176	 time= 0.00614059	 cumTime= 0.039895	 edges= 4703	 schur= 0	 lambda= 1.013706	 levenbergIter= 1
iteration= 5	 chi2= 93.597175	 time= 0.00557662	 cumTime= 0.0454716	 edges= 4703	 schur= 0	 lambda= 0.675804	 levenbergIter= 1
iteration= 6	 chi2= 93.597174	 time= 0.00579542	 cumTime= 0.0512671	 edges= 4703	 schur= 0	 lambda= 0.450536	 levenbergIter= 1
iteration= 7	 chi2= 93.597174	 time= 0.00550921	 cumTime= 0.0567763	 edges= 4703	 schur= 0	 lambda= 0.300357	 levenbergIter= 1
iteration= 8	 chi2= 93.597174	 time= 0.00548733	 cumTime= 0.0622636	 edges= 4703	 schur= 0	 lambda= 0.200238	 levenbergIter= 1
iteration= 9	 chi2= 93.597174	 time= 0.00572665	 cumTime= 0.0679902	 edges= 4703	 schur= 0	 lambda= 0.133492	 levenbergIter= 1
iteration= 10	 chi2= 93.597173	 time= 0.00551734	 cumTime= 0.0735076	 edges= 4703	 schur= 0	 lambda= 0.088995	 levenbergIter= 1
iteration= 11	 chi2= 93.597173	 time= 0.00543463	 cumTime= 0.0789422	 edges= 4703	 schur= 0	 lambda= 0.059330	 levenbergIter= 1
iteration= 12	 chi2= 93.597173	 time= 0.00547985	 cumTime= 0.0844221	 edges= 4703	 schur= 0	 lambda= 0.039553	 levenbergIter= 1
iteration= 13	 chi2= 93.597173	 time= 0.00564696	 cumTime= 0.090069	 edges= 4703	 schur= 0	 lambda= 0.026369	 levenbergIter= 1
iteration= 14	 chi2= 93.597173	 time= 0.00552831	 cumTime= 0.0955973	 edges= 4703	 schur= 0	 lambda= 0.017579	 levenbergIter= 1
iteration= 15	 chi2= 93.597173	 time= 0.00546106	 cumTime= 0.101058	 edges= 4703	 schur= 0	 lambda= 0.011719	 levenbergIter= 1
iteration= 16	 chi2= 93.597173	 time= 0.00548429	 cumTime= 0.106543	 edges= 4703	 schur= 0	 lambda= 0.007813	 levenbergIter= 1
iteration= 17	 chi2= 93.597173	 time= 0.00551874	 cumTime= 0.112061	 edges= 4703	 schur= 0	 lambda= 0.005209	 levenbergIter= 1
iteration= 18	 chi2= 93.597173	 time= 0.00546148	 cumTime= 0.117523	 edges= 4703	 schur= 0	 lambda= 0.003472	 levenbergIter= 1
iteration= 19	 chi2= 93.597173	 time= 0.00545156	 cumTime= 0.122974	 edges= 4703	 schur= 0	 lambda= 0.002315	 levenbergIter= 1
iteration= 0	 chi2= 661.808553	 time= 0.0151034	 cumTime= 0.0151034	 edges= 4703	 schur= 0	 lambda= 10.285685	 levenbergIter= 1
iteration= 1	 chi2= 559.459848	 time= 0.00698602	 cumTime= 0.0220894	 edges= 4703	 schur= 0	 lambda= 3.428562	 levenbergIter= 1
iteration= 2	 chi2= 533.952835	 time= 0.00588054	 cumTime= 0.0279699	 edges= 4703	 schur= 0	 lambda= 1.142854	 levenbergIter= 1
iteration= 3	 chi2= 523.561441	 time= 0.00719138	 cumTime= 0.0351613	 edges= 4703	 schur= 0	 lambda= 0.380951	 levenbergIter= 1
iteration= 4	 chi2= 518.024429	 time= 0.00574539	 cumTime= 0.0409067	 edges= 4703	 schur= 0	 lambda= 0.126984	 levenbergIter= 1
iteration= 5	 chi2= 515.030763	 time= 0.00648736	 cumTime= 0.0473941	 edges= 4703	 schur= 0	 lambda= 0.042328	 levenbergIter= 1
iteration= 6	 chi2= 513.541004	 time= 0.00577315	 cumTime= 0.0531672	 edges= 4703	 schur= 0	 lambda= 0.014109	 levenbergIter= 1
iteration= 7	 chi2= 512.486783	 time= 0.00599284	 cumTime= 0.0591601	 edges= 4703	 schur= 0	 lambda= 0.004703	 levenbergIter= 1
iteration= 8	 chi2= 511.641111	 time= 0.00622284	 cumTime= 0.0653829	 edges= 4703	 schur= 0	 lambda= 0.001568	 levenbergIter= 1
iteration= 9	 chi2= 511.219471	 time= 0.00570818	 cumTime= 0.0710911	 edges= 4703	 schur= 0	 lambda= 0.000523	 levenbergIter= 1
iteration= 10	 chi2= 511.096815	 time= 0.00595843	 cumTime= 0.0770495	 edges= 4703	 schur= 0	 lambda= 0.000174	 levenbergIter= 1
iteration= 11	 chi2= 511.059688	 time= 0.0056569	 cumTime= 0.0827064	 edges= 4703	 schur= 0	 lambda= 0.000058	 levenbergIter= 1
iteration= 12	 chi2= 511.048448	 time= 0.00561006	 cumTime= 0.0883165	 edges= 4703	 schur= 0	 lambda= 0.000024	 levenbergIter= 1
iteration= 13	 chi2= 511.047243	 time= 0.00558613	 cumTime= 0.0939026	 edges= 4703	 schur= 0	 lambda= 0.000016	 levenbergIter= 1
iteration= 14	 chi2= 511.047189	 time= 0.0058151	 cumTime= 0.0997177	 edges= 4703	 schur= 0	 lambda= 0.000011	 levenbergIter= 1
iteration= 15	 chi2= 511.047186	 time= 0.00577049	 cumTime= 0.105488	 edges= 4703	 schur= 0	 lambda= 0.000007	 levenbergIter= 1
iteration= 16	 chi2= 511.047186	 time= 0.00555912	 cumTime= 0.111047	 edges= 4703	 schur= 0	 lambda= 0.000005	 levenbergIter= 1
iteration= 17	 chi2= 511.047186	 time= 0.00568844	 cumTime= 0.116736	 edges= 4703	 schur= 0	 lambda= 0.000003	 levenbergIter= 1
iteration= 18	 chi2= 511.047186	 time= 0.00577654	 cumTime= 0.122512	 edges= 4703	 schur= 0	 lambda= 0.000002	 levenbergIter= 1
iteration= 19	 chi2= 511.047186	 time= 0.0214417	 cumTime= 0.143954	 edges= 4703	 schur= 0	 lambda= 0.001426	 levenbergIter= 5
iteration= 0	 chi2= 126.160715	 time= 0.0154842	 cumTime= 0.0154842	 edges= 4703	 schur= 0	 lambda= 13.592598	 levenbergIter= 1
iteration= 1	 chi2= 125.688893	 time= 0.00663628	 cumTime= 0.0221205	 edges= 4703	 schur= 0	 lambda= 4.530866	 levenbergIter= 1
iteration= 2	 chi2= 125.667603	 time= 0.0059971	 cumTime= 0.0281176	 edges= 4703	 schur= 0	 lambda= 1.510289	 levenbergIter= 1
iteration= 3	 chi2= 125.667261	 time= 0.00591685	 cumTime= 0.0340344	 edges= 4703	 schur= 0	 lambda= 1.006859	 levenbergIter= 1
iteration= 4	 chi2= 125.667258	 time= 0.00600002	 cumTime= 0.0400345	 edges= 4703	 schur= 0	 lambda= 0.671239	 levenbergIter= 1
iteration= 5	 chi2= 125.667257	 time= 0.00564474	 cumTime= 0.0456792	 edges= 4703	 schur= 0	 lambda= 0.447493	 levenbergIter= 1
iteration= 6	 chi2= 125.667257	 time= 0.00624868	 cumTime= 0.0519279	 edges= 4703	 schur= 0	 lambda= 0.298329	 levenbergIter= 1
iteration= 7	 chi2= 125.667257	 time= 0.00719894	 cumTime= 0.0591268	 edges= 4703	 schur= 0	 lambda= 0.198886	 levenbergIter= 1
iteration= 8	 chi2= 125.667256	 time= 0.00587764	 cumTime= 0.0650045	 edges= 4703	 schur= 0	 lambda= 0.132590	 levenbergIter= 1
iteration= 9	 chi2= 125.667256	 time= 0.00731729	 cumTime= 0.0723218	 edges= 4703	 schur= 0	 lambda= 0.088394	 levenbergIter= 1
iteration= 10	 chi2= 125.667256	 time= 0.00572928	 cumTime= 0.078051	 edges= 4703	 schur= 0	 lambda= 0.058929	 levenbergIter= 1
iteration= 11	 chi2= 125.667256	 time= 0.00560922	 cumTime= 0.0836603	 edges= 4703	 schur= 0	 lambda= 0.039286	 levenbergIter= 1
iteration= 12	 chi2= 125.667256	 time= 0.00574768	 cumTime= 0.0894079	 edges= 4703	 schur= 0	 lambda= 0.026191	 levenbergIter= 1
iteration= 13	 chi2= 125.667256	 time= 0.00559805	 cumTime= 0.095006	 edges= 4703	 schur= 0	 lambda= 0.017460	 levenbergIter= 1
iteration= 14	 chi2= 125.667256	 time= 0.00553149	 cumTime= 0.100537	 edges= 4703	 schur= 0	 lambda= 0.011640	 levenbergIter= 1
iteration= 15	 chi2= 125.667256	 time= 0.00562191	 cumTime= 0.106159	 edges= 4703	 schur= 0	 lambda= 0.007760	 levenbergIter= 1
iteration= 16	 chi2= 125.667256	 time= 0.00558772	 cumTime= 0.111747	 edges= 4703	 schur= 0	 lambda= 0.005173	 levenbergIter= 1
iteration= 17	 chi2= 125.667256	 time= 0.00551729	 cumTime= 0.117264	 edges= 4703	 schur= 0	 lambda= 0.003449	 levenbergIter= 1
iteration= 18	 chi2= 125.667256	 time= 0.00557795	 cumTime= 0.122842	 edges= 4703	 schur= 0	 lambda= 0.002299	 levenbergIter= 1
iteration= 19	 chi2= 125.667256	 time= 0.00570255	 cumTime= 0.128545	 edges= 4703	 schur= 0	 lambda= 0.001533	 levenbergIter= 1
iteration= 0	 chi2= 302.353875	 time= 0.0152016	 cumTime= 0.0152016	 edges= 4703	 schur= 0	 lambda= 13.670195	 levenbergIter= 1
iteration= 1	 chi2= 300.408949	 time= 0.00616451	 cumTime= 0.0213661	 edges= 4703	 schur= 0	 lambda= 4.556732	 levenbergIter= 1
iteration= 2	 chi2= 300.378161	 time= 0.00710885	 cumTime= 0.0284749	 edges= 4703	 schur= 0	 lambda= 1.518911	 levenbergIter= 1
iteration= 3	 chi2= 300.378062	 time= 0.00567743	 cumTime= 0.0341523	 edges= 4703	 schur= 0	 lambda= 1.012607	 levenbergIter= 1
iteration= 4	 chi2= 300.378060	 time= 0.00607878	 cumTime= 0.0402311	 edges= 4703	 schur= 0	 lambda= 0.675071	 levenbergIter= 1
iteration= 5	 chi2= 300.378059	 time= 0.0056018	 cumTime= 0.0458329	 edges= 4703	 schur= 0	 lambda= 0.450048	 levenbergIter= 1
iteration= 6	 chi2= 300.378058	 time= 0.00555833	 cumTime= 0.0513912	 edges= 4703	 schur= 0	 lambda= 0.300032	 levenbergIter= 1
iteration= 7	 chi2= 300.378058	 time= 0.00554144	 cumTime= 0.0569327	 edges= 4703	 schur= 0	 lambda= 0.200021	 levenbergIter= 1
iteration= 8	 chi2= 300.378057	 time= 0.00547179	 cumTime= 0.0624045	 edges= 4703	 schur= 0	 lambda= 0.133347	 levenbergIter= 1
iteration= 9	 chi2= 300.378057	 time= 0.00566209	 cumTime= 0.0680666	 edges= 4703	 schur= 0	 lambda= 0.088898	 levenbergIter= 1
iteration= 10	 chi2= 300.378057	 time= 0.00564586	 cumTime= 0.0737124	 edges= 4703	 schur= 0	 lambda= 0.059266	 levenbergIter= 1
iteration= 11	 chi2= 300.378057	 time= 0.00556041	 cumTime= 0.0792728	 edges= 4703	 schur= 0	 lambda= 0.039510	 levenbergIter= 1
iteration= 12	 chi2= 300.378057	 time= 0.00546274	 cumTime= 0.0847356	 edges= 4703	 schur= 0	 lambda= 0.026340	 levenbergIter= 1
iteration= 13	 chi2= 300.378056	 time= 0.00554203	 cumTime= 0.0902776	 edges= 4703	 schur= 0	 lambda= 0.017560	 levenbergIter= 1
iteration= 14	 chi2= 300.378056	 time= 0.0055009	 cumTime= 0.0957785	 edges= 4703	 schur= 0	 lambda= 0.011707	 levenbergIter= 1
iteration= 15	 chi2= 300.378056	 time= 0.00546206	 cumTime= 0.101241	 edges= 4703	 schur= 0	 lambda= 0.007805	 levenbergIter= 1
iteration= 16	 chi2= 300.378056	 time= 0.00547382	 cumTime= 0.106714	 edges= 4703	 schur= 0	 lambda= 0.005203	 levenbergIter= 1
iteration= 17	 chi2= 300.378056	 time= 0.0056426	 cumTime= 0.112357	 edges= 4703	 schur= 0	 lambda= 0.003469	 levenbergIter= 1
iteration= 18	 chi2= 300.378056	 time= 0.00571093	 cumTime= 0.118068	 edges= 4703	 schur= 0	 lambda= 0.002312	 levenbergIter= 1
iteration= 19	 chi2= 300.378056	 time= 0.00570489	 cumTime= 0.123773	 edges= 4703	 schur= 0	 lambda= 0.001542	 levenbergIter= 1
iteration= 0	 chi2= 1723.840789	 time= 0.0155753	 cumTime= 0.0155753	 edges= 4703	 schur= 0	 lambda= 13.603306	 levenbergIter= 1
iteration= 1	 chi2= 1688.797347	 time= 0.00738116	 cumTime= 0.0229565	 edges= 4703	 schur= 0	 lambda= 4.534435	 levenbergIter= 1
iteration= 2	 chi2= 1686.774573	 time= 0.00571826	 cumTime= 0.0286748	 edges= 4703	 schur= 0	 lambda= 1.511478	 levenbergIter= 1
iteration= 3	 chi2= 1686.144961	 time= 0.0063809	 cumTime= 0.0350557	 edges= 4703	 schur= 0	 lambda= 0.503826	 levenbergIter= 1
iteration= 4	 chi2= 1685.817578	 time= 0.00587472	 cumTime= 0.0409304	 edges= 4703	 schur= 0	 lambda= 0.167942	 levenbergIter= 1
iteration= 5	 chi2= 1685.626445	 time= 0.00583325	 cumTime= 0.0467636	 edges= 4703	 schur= 0	 lambda= 0.055981	 levenbergIter= 1
iteration= 6	 chi2= 1685.517680	 time= 0.00610893	 cumTime= 0.0528726	 edges= 4703	 schur= 0	 lambda= 0.018660	 levenbergIter= 1
iteration= 7	 chi2= 1685.452793	 time= 0.00573002	 cumTime= 0.0586026	 edges= 4703	 schur= 0	 lambda= 0.006220	 levenbergIter= 1
iteration= 8	 chi2= 1685.413884	 time= 0.00585012	 cumTime= 0.0644527	 edges= 4703	 schur= 0	 lambda= 0.002073	 levenbergIter= 1
iteration= 9	 chi2= 1685.397311	 time= 0.00582468	 cumTime= 0.0702774	 edges= 4703	 schur= 0	 lambda= 0.000691	 levenbergIter= 1
iteration= 10	 chi2= 1685.392263	 time= 0.00561425	 cumTime= 0.0758916	 edges= 4703	 schur= 0	 lambda= 0.000461	 levenbergIter= 1
iteration= 11	 chi2= 1685.391201	 time= 0.00562452	 cumTime= 0.0815162	 edges= 4703	 schur= 0	 lambda= 0.000307	 levenbergIter= 1
iteration= 12	 chi2= 1685.390778	 time= 0.00558976	 cumTime= 0.0871059	 edges= 4703	 schur= 0	 lambda= 0.000205	 levenbergIter= 1
iteration= 13	 chi2= 1685.390553	 time= 0.00558169	 cumTime= 0.0926876	 edges= 4703	 schur= 0	 lambda= 0.000137	 levenbergIter= 1
